Día,Hora,Minuto,Mes,Carga (kWh),Descarga (kWh)
18,23,25,6,0.07,0
18,23,30,6,0.07,0
18,23,35,6,0.07,0
18,23,40,6,0.07,0
18,23,45,6,0.07,0
18,23,50,6,0.07,0
18,23,55,6,0.07,0
18,24,0,6,0,0
19,0,5,6,0,0
19,0,10,6,0,0
19,0,15,6,5.65,0
19,0,20,6,5.78,0
19,0,25,6,5.77,0
19,0,30,6,5.77,0
19,0,35,6,5.77,0
19,0,40,6,5.77,0
19,0,45,6,5.77,0
19,0,50,6,5.76,0
19,0,55,6,5.76,0
19,1,0,6,5.76,0
19,1,5,6,5.76,0
19,1,10,6,5.76,0
19,1,15,6,5.76,0
19,1,20,6,5.76,0
19,1,25,6,5.76,0
19,1,30,6,5.76,0
19,1,35,6,5.76,0
19,1,40,6,5.76,0
19,1,45,6,5.76,0
19,1,50,6,5.76,0
19,1,55,6,5.76,0
19,2,0,6,5.76,0
19,2,5,6,5.76,0
19,2,10,6,5.76,0
19,2,15,6,5.76,0
19,2,20,6,5.76,0
19,2,25,6,5.76,0
19,2,30,6,5.76,0
19,2,35,6,5.76,0
19,2,40,6,5.76,0
19,2,45,6,5.76,0
19,2,50,6,5.76,0
19,2,55,6,5.76,0
19,3,0,6,5.76,0
19,3,5,6,5.76,0
19,3,10,6,5.76,0
19,3,15,6,5.76,0
19,3,20,6,4.34,0
19,3,25,6,2.44,0
19,3,30,6,0.54,0
19,3,35,6,0.07,0
19,3,40,6,0.07,0
19,3,45,6,0.07,0
19,3,50,6,0.07,0
19,3,55,6,0.07,0
19,4,0,6,0.07,0
19,4,5,6,0.07,0
19,4,10,6,0.07,0
19,4,15,6,0.07,0
19,4,20,6,0.07,0
19,4,25,6,0.07,0
19,4,30,6,0.07,0
19,4,35,6,0.07,0
19,4,40,6,0.07,0
19,4,45,6,0.07,0
19,4,50,6,0.07,0
19,4,55,6,0.07,0
19,5,0,6,0.07,0
19,5,5,6,0.07,0
19,5,10,6,0.09,0
19,5,15,6,0.1,0
19,5,20,6,0.1,0
19,5,25,6,0.08,0
19,5,30,6,0.07,0
19,5,35,6,0.07,0
19,5,40,6,0.07,0
19,5,45,6,0.07,0
19,5,50,6,0.07,0
19,5,55,6,0.07,0
19,6,0,6,0,0
19,6,5,6,0,0
19,6,10,6,0,0
19,6,15,6,0.07,0
19,6,20,6,0.07,0
19,6,25,6,0.07,0
19,6,30,6,0.07,0
19,6,35,6,0.07,0
19,6,40,6,0.07,0
19,6,45,6,0.07,0
19,6,50,6,0.07,0
19,6,55,6,0.07,0
19,7,0,6,0.07,0
19,7,5,6,0.07,0
19,7,10,6,0.07,0
19,7,15,6,0.08,0
19,7,20,6,0.09,0
19,7,25,6,0.1,0
19,7,30,6,0.09,0
19,7,35,6,0.08,0
19,7,40,6,0.07,0
19,7,45,6,0.07,0
19,7,50,6,0.07,0
19,7,55,6,0.07,0
19,8,0,6,0.07,0
19,8,5,6,0.07,0
19,8,10,6,0.07,0
19,8,15,6,0.07,0
19,8,20,6,0.07,0
19,8,25,6,0.07,0
19,8,30,6,0.07,0
19,8,35,6,0.07,0
19,8,40,6,0.07,0
19,8,45,6,0.07,0
19,8,50,6,0.07,0
19,8,55,6,0.07,0
19,9,0,6,0.07,0
19,9,5,6,0.07,0
19,9,10,6,0.07,0
19,9,15,6,0.07,0
19,9,20,6,0.07,0
19,9,25,6,0.08,0
19,9,30,6,0.09,0
19,9,35,6,0.1,0
19,9,40,6,0.09,0
19,9,45,6,0.08,0
19,9,50,6,0.07,0
19,9,55,6,0.07,0
19,10,0,6,0.07,0
19,10,5,6,0.07,0
19,10,10,6,0.07,0
19,10,15,6,0.07,0
19,10,20,6,0.07,0
19,10,25,6,0.07,0
19,10,30,6,0.07,0
19,10,35,6,0.07,0
19,10,40,6,0.07,0
19,10,45,6,0.07,0
19,10,50,6,0.07,0
19,10,55,6,0.07,0
19,11,0,6,0.07,0
19,11,5,6,0.07,0
19,11,10,6,0.07,0
19,11,15,6,0.07,0
19,11,20,6,0.07,0
19,11,25,6,0.07,0
19,11,30,6,0.07,0
19,11,35,6,0.08,0
19,11,40,6,0.09,0
19,11,45,6,0.1,0
19,11,50,6,0.09,0
19,11,55,6,0.08,0
19,12,0,6,0.11,0
19,12,5,6,0.11,0
19,12,10,6,0.11,0
19,12,15,6,0.07,0
19,12,20,6,0.07,0
19,12,25,6,0.07,0
19,12,30,6,0.07,0
19,12,35,6,0.07,0
19,12,40,6,0.08,0
19,12,45,6,0.11,0
19,12,50,6,0.11,0
19,12,55,6,0.1,0
19,13,0,6,0.07,0
19,13,5,6,0.07,0
19,13,10,6,0.07,0
19,13,15,6,0.07,0
19,13,20,6,0.07,0
19,13,25,6,0.09,0
19,13,30,6,0.11,0
19,13,35,6,0.11,0
19,13,40,6,0.09,0
19,13,45,6,0.08,0
19,13,50,6,0.09,0
19,13,55,6,0.1,0
19,14,0,6,0.09,0
19,14,5,6,0.08,0
19,14,10,6,0.07,0
19,14,15,6,0.07,0
19,14,20,6,0.07,0
19,14,25,6,0.07,0
19,14,30,6,0.07,0
19,14,35,6,0.07,0
19,14,40,6,0.07,0
19,14,45,6,0.07,0
19,14,50,6,0.07,0
19,14,55,6,0.07,0
19,15,0,6,0.07,0
19,15,5,6,0.07,0
19,15,10,6,0.07,0
19,15,15,6,0.08,0
19,15,20,6,0.11,0
19,15,25,6,0.11,0
19,15,30,6,0.1,0
19,15,35,6,0.07,0
19,15,40,6,0.07,0
19,15,45,6,0.08,0
19,15,50,6,0.11,0
19,15,55,6,0.11,0
19,16,0,6,0.12,0
19,16,5,6,0.1,0
19,16,10,6,0.09,0
19,16,15,6,0.08,0
19,16,20,6,0.08,0
19,16,25,6,0.11,0
19,16,30,6,0.11,0
19,16,35,6,0.1,0
19,16,40,6,0.07,0
19,16,45,6,0.07,0
19,16,50,6,0.07,0
19,16,55,6,0.07,0
19,17,0,6,0.07,0
19,17,5,6,0.07,0
19,17,10,6,0.07,0
19,17,15,6,0.07,0
19,17,20,6,0.07,0
19,17,25,6,0.07,0
19,17,30,6,0.07,0
19,17,35,6,0.05,1.49
19,17,40,6,0.03,3.21
19,17,45,6,0,4.9
19,17,50,6,0,5.06
19,17,55,6,0,4.91
19,18,0,6,0,4.66
19,18,5,6,0,4.28
19,18,10,6,0,4
19,18,15,6,0,3.9
19,18,20,6,0,4.07
19,18,25,6,0,4.01
19,18,30,6,0,3.81
19,18,35,6,0,3.66
19,18,40,6,0,3.65
19,18,45,6,0,3.81
19,18,50,6,0,3.86
19,18,55,6,0,3.92
19,19,0,6,0,4.03
19,19,5,6,0,3.88
19,19,10,6,0,3.56
19,19,15,6,0,3.16
19,19,20,6,0,2.99
19,19,25,6,0,2.93
19,19,30,6,0,2.81
19,19,35,6,0,2.76
19,19,40,6,0,2.82
19,19,45,6,0,2.74
19,19,50,6,0,2.66
19,19,55,6,0,2.5
19,20,0,6,0,0
19,20,5,6,0,0
19,20,10,6,0,0
19,20,15,6,0,2.62
19,20,20,6,0,2.67
19,20,25,6,0,2.68
19,20,30,6,0,2.46
19,20,35,6,0,2.18
19,20,40,6,0,1.94
19,20,45,6,0,1.85
19,20,50,6,0,1.91
19,20,55,6,0,1.94
19,21,0,6,0,2.06
19,21,5,6,0,2.13
19,21,10,6,0,2.1
19,21,15,6,0,1.98
19,21,20,6,0,1.87
19,21,25,6,0,1.84
19,21,30,6,0,1.86
19,21,35,6,0,1.91
19,21,40,6,0,1.99
19,21,45,6,0,2.02
19,21,50,6,0,2.07
19,21,55,6,0,2.1
19,22,0,6,0,0
19,22,5,6,0,0
19,22,10,6,0,0
19,22,15,6,0.07,0.06
19,22,20,6,0.07,0
19,22,25,6,0.08,0
19,22,30,6,0.09,0
19,22,35,6,0.1,0
19,22,40,6,0.09,0
19,22,45,6,0.08,0
19,22,50,6,0.07,0
19,22,55,6,0.07,0
19,23,0,6,0.07,0
19,23,5,6,0.07,0
19,23,10,6,0.07,0
19,23,15,6,0.07,0
19,23,20,6,0.07,0
19,23,25,6,0.07,0
19,23,30,6,0.07,0
19,23,35,6,0.07,0
19,23,40,6,0.07,0
19,23,45,6,0.07,0
19,23,50,6,0.07,0
19,23,55,6,0.07,0
19,24,0,6,0,0
20,0,5,6,0,0
20,0,10,6,0,0
20,0,15,6,5.63,0
20,0,20,6,5.78,0
20,0,25,6,5.77,0
20,0,30,6,5.77,0
20,0,35,6,5.77,0
20,0,40,6,5.77,0
20,0,45,6,5.77,0
20,0,50,6,5.77,0
20,0,55,6,5.77,0
20,1,0,6,5.77,0
20,1,5,6,5.77,0
20,1,10,6,5.77,0
20,1,15,6,5.77,0
20,1,20,6,5.76,0
20,1,25,6,5.76,0
20,1,30,6,5.76,0
20,1,35,6,5.76,0
20,1,40,6,5.76,0
20,1,45,6,5.76,0
20,1,50,6,5.76,0
20,1,55,6,5.76,0
20,2,0,6,5.76,0
20,2,5,6,5.77,0
20,2,10,6,5.77,0
20,2,15,6,5.77,0
20,2,20,6,5.77,0
20,2,25,6,5.77,0
20,2,30,6,5.77,0
20,2,35,6,5.77,0
20,2,40,6,5.34,0
20,2,45,6,3.45,0
20,2,50,6,1.57,0
20,2,55,6,0.11,0
20,3,0,6,0.1,0
20,3,5,6,0.08,0
20,3,10,6,0.08,0
20,3,15,6,0.08,0
20,3,20,6,0.08,0
20,3,25,6,0.08,0
20,3,30,6,0.08,0
20,3,35,6,0.08,0
20,3,40,6,0.08,0
20,3,45,6,0.08,0
20,3,50,6,0.08,0
20,3,55,6,0.08,0
20,4,0,6,0.08,0
20,4,5,6,0.08,0
20,4,10,6,0.08,0
20,4,15,6,0.08,0
20,4,20,6,0.08,0
20,4,25,6,0.08,0
20,4,30,6,0.08,0
20,4,35,6,0.08,0
20,4,40,6,0.08,0
20,4,45,6,0.08,0
20,4,50,6,0.08,0
20,4,55,6,0.09,0
20,5,0,6,0.1,0
20,5,5,6,0.11,0
20,5,10,6,0.1,0
20,5,15,6,0.08,0
20,5,20,6,0.08,0
20,5,25,6,0.08,0
20,5,30,6,0.08,0
20,5,35,6,0.08,0
20,5,40,6,0.08,0
20,5,45,6,0.08,0
20,5,50,6,0.08,0
20,5,55,6,0.08,0
20,6,0,6,0.08,0
20,6,5,6,0.08,0
20,6,10,6,0.08,0
20,6,15,6,0.08,0
20,6,20,6,0.08,0
20,6,25,6,0.08,0
20,6,30,6,0.08,0
20,6,35,6,0.08,0
20,6,40,6,0.08,0
20,6,45,6,0.08,0
20,6,50,6,0.08,0
20,6,55,6,0.08,0
20,7,0,6,0,0
20,7,5,6,0,0
20,7,10,6,0,0
20,7,15,6,0.11,0
20,7,20,6,0.1,0
20,7,25,6,0.08,0
20,7,30,6,0.08,0
20,7,35,6,0.08,0
20,7,40,6,0.08,0
20,7,45,6,0.08,0
20,7,50,6,0.08,0
20,7,55,6,0.08,0
20,8,0,6,0.08,0
20,8,5,6,0.08,0
20,8,10,6,0.08,0
20,8,15,6,0.08,0
20,8,20,6,0.08,0
20,8,25,6,0.08,0
20,8,30,6,0.08,0
20,8,35,6,0.08,0
20,8,40,6,0.08,0
20,8,45,6,0.08,0
20,8,50,6,0.08,0
20,8,55,6,0.08,0
20,9,0,6,0.08,0
20,9,5,6,0.08,0
20,9,10,6,0.08,0
20,9,15,6,0.09,0
20,9,20,6,0.11,0
20,9,25,6,0.11,0
20,9,30,6,0.1,0
20,9,35,6,0.08,0
20,9,40,6,0.08,0
20,9,45,6,0.08,0
20,9,50,6,0.08,0
20,9,55,6,0.08,0
20,10,0,6,0.08,0
20,10,5,6,0.08,0
20,10,10,6,0.08,0
20,10,15,6,0.08,0
20,10,20,6,0.08,0
20,10,25,6,0.08,0
20,10,30,6,0.08,0
20,10,35,6,0.08,0
20,10,40,6,0.08,0
20,10,45,6,0.11,0
20,10,50,6,0.12,0
20,10,55,6,0.12,0
20,11,0,6,0.09,0
20,11,5,6,0.08,0
20,11,10,6,0.08,0
20,11,15,6,0.08,0
20,11,20,6,0.12,0
20,11,25,6,0.13,0
20,11,30,6,0.14,0
20,11,35,6,0.11,0
20,11,40,6,0.1,0
20,11,45,6,0.08,0
20,11,50,6,0.11,0
20,11,55,6,0.12,0
20,12,0,6,0.12,0
20,12,5,6,0.09,0
20,12,10,6,0.08,0
20,12,15,6,0.08,0
20,12,20,6,0.09,0
20,12,25,6,0.12,0
20,12,30,6,0.12,0
20,12,35,6,0.12,0
20,12,40,6,0.08,0
20,12,45,6,0.08,0
20,12,50,6,0.08,0
20,12,55,6,0.12,0
20,13,0,6,0.12,0
20,13,5,6,0.12,0
20,13,10,6,0.08,0
20,13,15,6,0.08,0
20,13,20,6,0.09,0
20,13,25,6,0.13,0
20,13,30,6,0.13,0
20,13,35,6,0.13,0
20,13,40,6,0.11,0
20,13,45,6,0.12,0
20,13,50,6,0.14,0
20,13,55,6,0.13,0
20,14,0,6,0.11,0
20,14,5,6,0.08,0
20,14,10,6,0.08,0
20,14,15,6,0.12,0
20,14,20,6,0.13,0
20,14,25,6,0.13,0
20,14,30,6,0.09,0
20,14,35,6,0.08,0
20,14,40,6,0.08,0
20,14,45,6,0.08,0
20,14,50,6,0.09,0
20,14,55,6,0.12,0
20,15,0,6,0.12,0
20,15,5,6,0.12,0
20,15,10,6,0.08,0
20,15,15,6,0.08,0
20,15,20,6,0.08,0
20,15,25,6,0.08,0
20,15,30,6,0.1,0
20,15,35,6,0.13,0
20,15,40,6,0.13,0
20,15,45,6,0.12,0
20,15,50,6,0.11,0
20,15,55,6,0.11,0
20,16,0,6,0.1,0
20,16,5,6,0.13,0
20,16,10,6,0.13,0
20,16,15,6,0.13,0
20,16,20,6,0.08,0
20,16,25,6,0.08,0
20,16,30,6,0.09,0
20,16,35,6,0.13,0
20,16,40,6,0.13,0
20,16,45,6,0.11,0
20,16,50,6,0.08,0
20,16,55,6,0.08,0
20,17,0,6,0.08,0
20,17,5,6,0.08,0
20,17,10,6,0.08,0
20,17,15,6,0.08,0
20,17,20,6,0.08,0
20,17,25,6,0.08,0
20,17,30,6,0.08,0
20,17,35,6,0.06,0.64
20,17,40,6,0.03,1.32
20,17,45,6,0,2.01
20,17,50,6,0,2.17
20,17,55,6,0,2.28
20,18,0,6,0,2.4
20,18,5,6,0,2.42
20,18,10,6,0,2.38
20,18,15,6,0,2.19
20,18,20,6,0,1.95
20,18,25,6,0,1.74
20,18,30,6,0,1.67
20,18,35,6,0,1.6
20,18,40,6,0,1.57
20,18,45,6,0,1.54
20,18,50,6,0,1.55
20,18,55,6,0,1.58
20,19,0,6,0,1.62
20,19,5,6,0,1.67
20,19,10,6,0,1.75
20,19,15,6,0,1.81
20,19,20,6,0,1.86
20,19,25,6,0,1.81
20,19,30,6,0,1.77
20,19,35,6,0,1.77
20,19,40,6,0,1.87
20,19,45,6,0,1.97
20,19,50,6,0,2.03
20,19,55,6,0,2
20,20,0,6,0,1.96
20,20,5,6,0,1.88
20,20,10,6,0,1.84
20,20,15,6,0,1.92
20,20,20,6,0,2.02
20,20,25,6,0,2.03
20,20,30,6,0,1.92
20,20,35,6,0,1.89
20,20,40,6,0,1.89
20,20,45,6,0,2.03
20,20,50,6,0,2.06
20,20,55,6,0,2.1
20,21,0,6,0,2.02
20,21,5,6,0,1.98
20,21,10,6,0,1.97
20,21,15,6,0,1.93
20,21,20,6,0,1.91
20,21,25,6,0,1.9
20,21,30,6,0,1.9
20,21,35,6,0,1.89
20,21,40,6,0,1.92
20,21,45,6,0,2.07
20,21,50,6,0,2.23
20,21,55,6,0,2.37
20,22,0,6,0,2.51
20,22,5,6,0.03,1.8
20,22,10,6,0.06,1
20,22,15,6,0.1,0.07
20,22,20,6,0.12,0
20,22,25,6,0.12,0
20,22,30,6,0.1,0
20,22,35,6,0.09,0
20,22,40,6,0.09,0
20,22,45,6,0.09,0
20,22,50,6,0.09,0
20,22,55,6,0.09,0
20,23,0,6,0.09,0
20,23,5,6,0.09,0
20,23,10,6,0.09,0
20,23,15,6,0.09,0
20,23,20,6,0.09,0
20,23,25,6,0.09,0
20,23,30,6,0.09,0
20,23,35,6,0.09,0
20,23,40,6,0.09,0
20,23,45,6,0.09,0
20,23,50,6,0.09,0
20,23,55,6,0.09,0
20,24,0,6,0,0
21,0,5,6,0,0
21,0,10,6,0,0
21,0,15,6,5.62,0
21,0,20,6,5.79,0
21,0,25,6,5.79,0
21,0,30,6,5.79,0
21,0,35,6,5.79,0
21,0,40,6,5.79,0
21,0,45,6,5.79,0
21,0,50,6,5.79,0
21,0,55,6,5.79,0
21,1,0,6,5.79,0
21,1,5,6,5.79,0
21,1,10,6,5.79,0
21,1,15,6,5.8,0
21,1,20,6,5.8,0
21,1,25,6,5.8,0
21,1,30,6,5.81,0
21,1,35,6,5.85,0
21,1,40,6,5.87,0
21,1,45,6,5.86,0
21,1,50,6,4.41,0
21,1,55,6,2.48,0
21,2,0,6,0.59,0
21,2,5,6,0.1,0
21,2,10,6,0.1,0
21,2,15,6,0.1,0
21,2,20,6,0.1,0
21,2,25,6,0.1,0
21,2,30,6,0.11,0
21,2,35,6,0.12,0
21,2,40,6,0.13,0
21,2,45,6,0.13,0
21,2,50,6,0.12,0
21,2,55,6,0.1,0
21,3,0,6,0.1,0
21,3,5,6,0.1,0
21,3,10,6,0.1,0
21,3,15,6,0.1,0
21,3,20,6,0.1,0
21,3,25,6,0.1,0
21,3,30,6,0.1,0
21,3,35,6,0.1,0
21,3,40,6,0.1,0
21,3,45,6,0.1,0
21,3,50,6,0.1,0
21,3,55,6,0.1,0
21,4,0,6,0.1,0
21,4,5,6,0.1,0
21,4,10,6,0.1,0
21,4,15,6,0.1,0
21,4,20,6,0.1,0
21,4,25,6,0.1,0
21,4,30,6,0.1,0
21,4,35,6,0.1,0
21,4,40,6,0.11,0
21,4,45,6,0.12,0
21,4,50,6,0.13,0
21,4,55,6,0.13,0
21,5,0,6,0.12,0
21,5,5,6,0.1,0
21,5,10,6,0.1,0
21,5,15,6,0.1,0
21,5,20,6,0.1,0
21,5,25,6,0.1,0
21,5,30,6,0.1,0
21,5,35,6,0.1,0
21,5,40,6,0.1,0
21,5,45,6,0.1,0
21,5,50,6,0.1,0
21,5,55,6,0.1,0
21,6,0,6,0.1,0
21,6,5,6,0.1,0
21,6,10,6,0.1,0
21,6,15,6,0.1,0
21,6,20,6,0.1,0
21,6,25,6,0.1,0
21,6,30,6,0.1,0
21,6,35,6,0.1,0
21,6,40,6,0.1,0
21,6,45,6,0.1,0
21,6,50,6,0.11,0
21,6,55,6,0.12,0
21,7,0,6,0.13,0
21,7,5,6,0.13,0
21,7,10,6,0.12,0
21,7,15,6,0.1,0
21,7,20,6,0.1,0
21,7,25,6,0.1,0
21,7,30,6,0.1,0
21,7,35,6,0.1,0
21,7,40,6,0.1,0
21,7,45,6,0.1,0
21,7,50,6,0.1,0
21,7,55,6,0.1,0
21,8,0,6,0.1,0
21,8,5,6,0.1,0
21,8,10,6,0.1,0
21,8,15,6,0.1,0
21,8,20,6,0.1,0
21,8,25,6,0.1,0
21,8,30,6,0.1,0
21,8,35,6,0.1,0
21,8,40,6,0.1,0
21,8,45,6,0.1,0
21,8,50,6,0.1,0
21,8,55,6,0.1,0
21,9,0,6,0.11,0
21,9,5,6,0.12,0
21,9,10,6,0.13,0
21,9,15,6,0.14,0
21,9,20,6,0.16,0
21,9,25,6,0.18,0
21,9,30,6,0.17,0
21,9,35,6,0.13,0
21,9,40,6,0.1,0
21,9,45,6,0.11,0
21,9,50,6,0.15,0
21,9,55,6,0.19,0
21,10,0,6,0.18,0
21,10,5,6,0.14,0
21,10,10,6,0.1,0
21,10,15,6,0.12,0
21,10,20,6,0.16,0
21,10,25,6,0.2,0
21,10,30,6,0.18,0
21,10,35,6,0.14,0
21,10,40,6,0.1,0
21,10,45,6,0.1,0
21,10,50,6,0.11,0
21,10,55,6,0.15,0
21,11,0,6,0.19,0
21,11,5,6,0.19,0
21,11,10,6,0.15,0
21,11,15,6,0.12,0
21,11,20,6,0.13,0
21,11,25,6,0.13,0
21,11,30,6,0.11,0
21,11,35,6,0.14,0
21,11,40,6,0.18,0
21,11,45,6,0.2,0
21,11,50,6,0.17,0
21,11,55,6,0.13,0
21,12,0,6,0.1,0
21,12,5,6,0.1,0
21,12,10,6,0.11,0
21,12,15,6,0.16,0
21,12,20,6,0.2,0
21,12,25,6,0.21,0
21,12,30,6,0.16,0
21,12,35,6,0.12,0
21,12,40,6,0.1,0
21,12,45,6,0.1,0
21,12,50,6,0.14,0
21,12,55,6,0.18,0
21,13,0,6,0.21,0
21,13,5,6,0.18,0
21,13,10,6,0.13,0
21,13,15,6,0.1,0
21,13,20,6,0.12,0
21,13,25,6,0.18,0
21,13,30,6,0.23,0
21,13,35,6,0.24,0
21,13,40,6,0.18,0
21,13,45,6,0.13,0
21,13,50,6,0.1,0
21,13,55,6,0.1,0
21,14,0,6,0.12,0
21,14,5,6,0.16,0
21,14,10,6,0.2,0
21,14,15,6,0.2,0
21,14,20,6,0.16,0
21,14,25,6,0.12,0
21,14,30,6,0.1,0
21,14,35,6,0.1,0
21,14,40,6,0.1,0
21,14,45,6,0.1,0
21,14,50,6,0.13,0
21,14,55,6,0.17,0
21,15,0,6,0.21,0
21,15,5,6,0.19,0
21,15,10,6,0.15,0
21,15,15,6,0.1,0
21,15,20,6,0.1,0
21,15,25,6,0.1,0
21,15,30,6,0.11,0
21,15,35,6,0.12,0
21,15,40,6,0.13,0
21,15,45,6,0.13,0
21,15,50,6,0.16,0
21,15,55,6,0.19,0
21,16,0,6,0.22,0
21,16,5,6,0.17,0
21,16,10,6,0.13,0
21,16,15,6,0.1,0
21,16,20,6,0.1,0
21,16,25,6,0.1,0
21,16,30,6,0.1,0
21,16,35,6,0.14,0
21,16,40,6,0.18,0
21,16,45,6,0.21,0
21,16,50,6,0.18,0
21,16,55,6,0.14,0
21,17,0,6,0.1,0
21,17,5,6,0.1,0
21,17,10,6,0.1,0
21,17,15,6,0.1,0
21,17,20,6,0.1,0
21,17,25,6,0.1,0
21,17,30,6,0.1,0
21,17,35,6,0.07,0.18
21,17,40,6,0.04,0.4
21,17,45,6,0,0.66
21,17,50,6,0,0.81
21,17,55,6,0,1
21,18,0,6,0,1.09
21,18,5,6,0,1.14
21,18,10,6,0,1.14
21,18,15,6,0,1.18
21,18,20,6,0,1.23
21,18,25,6,0,1.27
21,18,30,6,0,1.3
21,18,35,6,0,1.3
21,18,40,6,0,1.29
21,18,45,6,0,1.31
21,18,50,6,0,1.38
21,18,55,6,0,1.47
21,19,0,6,0,0
21,19,5,6,0,0
21,19,10,6,0,0
21,19,15,6,0,1.59
21,19,20,6,0,1.57
21,19,25,6,0,1.6
21,19,30,6,0,1.6
21,19,35,6,0,1.64
21,19,40,6,0,1.68
21,19,45,6,0,1.73
21,19,50,6,0,1.73
21,19,55,6,0,1.7
21,20,0,6,0,1.67
21,20,5,6,0,1.63
21,20,10,6,0,1.61
21,20,15,6,0,1.61
21,20,20,6,0,1.7
21,20,25,6,0,1.84
21,20,30,6,0,1.92
21,20,35,6,0,1.91
21,20,40,6,0,1.86
21,20,45,6,0,1.89
21,20,50,6,0,2
21,20,55,6,0,2.14
21,21,0,6,0,2.24
21,21,5,6,0,2.19
21,21,10,6,0,2.13
21,21,15,6,0,2.22
21,21,20,6,0,2.28
21,21,25,6,0,2.32
21,21,30,6,0,2.25
21,21,35,6,0,2.3
21,21,40,6,0,2.34
21,21,45,6,0,2.34
21,21,50,6,0,2.35
21,21,55,6,0,2.37
21,22,0,6,0,2.4
21,22,5,6,0.04,1.7
21,22,10,6,0.09,0.89
21,22,15,6,0.14,0.08
21,22,20,6,0.17,0
21,22,25,6,0.18,0
21,22,30,6,0.16,0
21,22,35,6,0.12,0
21,22,40,6,0.1,0
21,22,45,6,0.1,0
21,22,50,6,0.1,0
21,22,55,6,0.1,0
21,23,0,6,0.1,0
21,23,5,6,0.1,0
21,23,10,6,0.1,0
21,23,15,6,0.1,0
21,23,20,6,0.1,0
21,23,25,6,0.1,0
21,23,30,6,0.1,0
21,23,35,6,0.1,0
21,23,40,6,0.1,0
21,23,45,6,0.1,0
21,23,50,6,0.1,0
21,23,55,6,0.1,0
21,24,0,6,0,0
22,0,5,6,0,0
22,0,10,6,0,0
22,0,15,6,5.61,0
22,0,20,6,5.81,0
22,0,25,6,5.8,0
22,0,30,6,5.8,0
22,0,35,6,5.8,0
22,0,40,6,5.8,0
22,0,45,6,5.8,0
22,0,50,6,5.8,0
22,0,55,6,5.84,0
22,1,0,6,5.88,0
22,1,5,6,5.9,0
22,1,10,6,5.87,0
22,1,15,6,5.83,0
22,1,20,6,5.81,0
22,1,25,6,5.81,0
22,1,30,6,5.81,0
22,1,35,6,5.81,0
22,1,40,6,4.27,0
22,1,45,6,2.41,0
22,1,50,6,0.54,0
22,1,55,6,0.18,0
22,2,0,6,0.14,0
22,2,5,6,0.11,0
22,2,10,6,0.11,0
22,2,15,6,0.11,0
22,2,20,6,0.12,0
22,2,25,6,0.14,0
22,2,30,6,0.14,0
22,2,35,6,0.13,0
22,2,40,6,0.12,0
22,2,45,6,0.11,0
22,2,50,6,0.11,0
22,2,55,6,0.11,0
22,3,0,6,0.11,0
22,3,5,6,0.11,0
22,3,10,6,0.11,0
22,3,15,6,0.11,0
22,3,20,6,0.11,0
22,3,25,6,0.11,0
22,3,30,6,0.11,0
22,3,35,6,0.11,0
22,3,40,6,0.11,0
22,3,45,6,0.11,0
22,3,50,6,0.11,0
22,3,55,6,0.11,0
22,4,0,6,0.11,0
22,4,5,6,0.11,0
22,4,10,6,0.11,0
22,4,15,6,0.11,0
22,4,20,6,0.11,0
22,4,25,6,0.11,0
22,4,30,6,0.12,0
22,4,35,6,0.14,0
22,4,40,6,0.14,0
22,4,45,6,0.13,0
22,4,50,6,0.12,0
22,4,55,6,0.11,0
22,5,0,6,0.11,0
22,5,5,6,0.11,0
22,5,10,6,0.11,0
22,5,15,6,0.11,0
22,5,20,6,0.11,0
22,5,25,6,0.11,0
22,5,30,6,0.11,0
22,5,35,6,0.11,0
22,5,40,6,0.11,0
22,5,45,6,0.11,0
22,5,50,6,0.11,0
22,5,55,6,0.11,0
22,6,0,6,0,0
22,6,5,6,0,0
22,6,10,6,0,0
22,6,15,6,0.11,0
22,6,20,6,0.11,0
22,6,25,6,0.11,0
22,6,30,6,0.11,0
22,6,35,6,0.11,0
22,6,40,6,0.12,0
22,6,45,6,0.14,0
22,6,50,6,0.14,0
22,6,55,6,0.13,0
22,7,0,6,0.12,0
22,7,5,6,0.11,0
22,7,10,6,0.11,0
22,7,15,6,0.11,0
22,7,20,6,0.12,0
22,7,25,6,0.16,0
22,7,30,6,0.19,0
22,7,35,6,0.17,0
22,7,40,6,0.14,0
22,7,45,6,0.11,0
22,7,50,6,0.11,0
22,7,55,6,0.15,0
22,8,0,6,0.18,0
22,8,5,6,0.19,0
22,8,10,6,0.16,0
22,8,15,6,0.12,0
22,8,20,6,0.12,0
22,8,25,6,0.16,0
22,8,30,6,0.19,0
22,8,35,6,0.19,0
22,8,40,6,0.15,0
22,8,45,6,0.11,0
22,8,50,6,0.16,0
22,8,55,6,0.21,0
22,9,0,6,0.24,0
22,9,5,6,0.19,0
22,9,10,6,0.14,0
22,9,15,6,0.12,0
22,9,20,6,0.16,0
22,9,25,6,0.2,0
22,9,30,6,0.21,0
22,9,35,6,0.17,0
22,9,40,6,0.13,0
22,9,45,6,0.12,0
22,9,50,6,0.16,0
22,9,55,6,0.2,0
22,10,0,6,0.21,0
22,10,5,6,0.17,0
22,10,10,6,0.13,0
22,10,15,6,0.12,0
22,10,20,6,0.16,0
22,10,25,6,0.2,0
22,10,30,6,0.21,0
22,10,35,6,0.17,0
22,10,40,6,0.13,0
