Fecha,KWH_REC,KWH_ENT,KVARH_Q1,KVARH_Q2,KVARH_Q3,KVARH_Q4
2026-05-01 12:55:00,1088.72900390625,0.0,0.0,345.5257873535156,0.0,0.0
2026-05-01 13:00:00,1094.1129150390625,0.0,0.0,348.2151794433594,0.0,0.0
2026-05-01 13:05:00,1096.1119384765625,0.0,0.0,349.2452087402344,0.0,0.0
2026-05-01 13:10:00,1103.2030029296875,0.0,0.0,351.1869201660156,0.0,0.0
2026-05-01 13:15:00,1113.870849609375,0.0,0.0,346.99749755859375,0.0,0.0
2026-05-01 13:20:00,1149.7369384765625,0.0,0.0,300.2001953125,0.0,0.0
2026-05-01 13:25:00,1145.23583984375,0.0,0.0,299.76373291015625,0.0,0.0
2026-05-01 13:30:00,1093.872314453125,0.0,0.0,335.1661071777344,0.0,0.0
2026-05-01 13:35:00,1075.4796142578125,0.0,0.0,344.7389221191406,0.0,0.0
2026-05-01 13:40:00,1074.4232177734375,0.0,0.0,343.8587646484375,0.0,0.0
2026-05-01 13:45:00,1076.91552734375,0.0,0.0,343.9649963378906,0.0,0.0
2026-05-01 13:50:00,1076.4749755859375,0.0,0.0,344.3885498046875,0.0,0.0
2026-05-01 13:55:00,1034.089599609375,0.0,0.0,331.8653564453125,0.0,0.0
2026-05-01 14:00:00,993.697509765625,0.0,0.0,323.00738525390625,0.0,0.0
2026-05-01 14:05:00,1075.6676025390625,0.0,0.0,345.8757019042969,0.0,0.0
2026-05-01 14:10:00,1073.375244140625,0.0,0.0,344.3052062988281,0.0,0.0
2026-05-01 14:15:00,1105.5748291015625,0.0,0.0,319.7034606933594,0.0,0.0
2026-05-01 14:20:00,1091.431884765625,0.0,0.0,272.0767822265625,0.0,0.0
2026-05-01 14:25:00,1155.470947265625,0.0,0.0,269.6270751953125,0.0,0.0
2026-05-01 14:30:00,1146.9876708984375,0.0,0.0,266.71270751953125,0.0,0.0
2026-05-01 14:35:00,1149.318359375,0.0,0.0,280.39007568359375,0.0,0.0
2026-05-01 14:40:00,1085.327392578125,0.0,0.0,342.8778076171875,0.0,0.0
2026-05-01 14:45:00,1073.862060546875,0.0,0.0,341.1164245605469,0.0,0.0
2026-05-01 14:50:00,1064.743408203125,0.0,0.0,340.924072265625,0.0,0.0
2026-05-01 14:55:00,1077.9029541015625,0.0,0.0,316.2003173828125,0.0,0.0
2026-05-01 15:00:00,1084.0743408203125,0.0,0.0,313.82244873046875,0.0,0.0
2026-05-01 15:05:00,1070.78271484375,0.0,0.0,342.2381896972656,0.0,0.0
2026-05-01 15:10:00,1068.77587890625,0.0,0.0,341.9502258300781,0.0,0.0
2026-05-01 15:15:00,1073.3670654296875,0.0,0.0,342.6866149902344,0.0,0.0
2026-05-01 15:20:00,1068.103271484375,0.0,0.0,335.7469482421875,0.0,0.0
2026-05-01 15:25:00,1043.4755859375,0.0,0.0,329.8010559082031,0.0,0.0
2026-05-01 15:30:00,1048.2216796875,0.0,0.0,330.74420166015625,0.0,0.0
2026-05-01 15:35:00,1074.6961669921875,0.0,0.0,339.81549072265625,0.0,0.0
2026-05-01 15:40:00,959.6829223632812,0.0,0.0,306.9513854980469,0.0,0.0
2026-05-01 15:45:00,1052.472412109375,0.0,0.0,283.3243103027344,0.0,0.0
2026-05-01 15:50:00,829.2640380859375,0.0,0.0,254.925537109375,0.0,0.0
2026-05-01 15:55:00,949.8643188476562,0.0,0.0,308.4037170410156,0.0,0.0
2026-05-01 16:00:00,993.835693359375,0.0,0.0,298.16778564453125,0.0,0.0
2026-05-01 16:05:00,864.8343505859375,0.0,0.0,218.5888214111328,0.0,0.0
2026-05-01 16:10:00,935.4052734375,0.0,0.0,235.84814453125,0.0,0.0
2026-05-01 16:15:00,737.775146484375,0.0,0.0,235.13287353515625,0.0,0.0
2026-05-01 16:20:00,836.6817016601562,0.0,0.0,279.93914794921875,0.0,0.0
2026-05-01 16:25:00,946.3894653320312,0.0,0.0,303.7337951660156,0.0,0.0
2026-05-01 16:30:00,959.8423461914062,0.0,0.0,293.2721252441406,0.0,0.0
